id,name,description,price,stock,category_id,created_at,updated_at,brand,colors,gender,season,source,source_url,style_attrs,tags,colors_clean,season_clean,tags_clean,product_group,text_profile
123,%100 keten midi elbise,"Triko midi elbise. Fitilli kumaş, uzun kollu ve bisiklet yaka. Dökümlü silüet.",5750.0,10,14,2026-03-24 16:24:35.384,2026-04-01 18:19:32.661387,Massimo Dutti,"[""Black""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/100-keten-midi-elbise-l06620747?pelement=60328754,"{""fit"": ""fitted"", ""style"": [""minimal"", ""casual""], ""length"": null, ""volume"": ""low"", ""subtype"": [""tank""], ""material"": ""linen"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""upper"", ""layering_level"": ""easy"", ""formality_level"": 1, ""outerwear_compatible"": true}","[""Dress"", ""Casual"", ""Midi"", ""Slim-fit"", ""Silk""]",['black'],"['spring', 'autumn']","['dress', 'casual', 'midi', 'slim-fit', 'silk']",dress,"Ürün: %100 keten midi elbise. Açıklama: Triko midi elbise. Fitilli kumaş, uzun kollu ve bisiklet yaka. Dökümlü silüet.. Marka: Massimo Dutti. Renkler: black. Etiketler: dress, casual, midi, slim-fit, silk."
157,Korse tarzı drapeli elbise,"Drapeli kumaşlı, ince askılı, kalp yaka, balenli elbise.",6950.0,10,14,2026-03-24 16:24:41.659,2026-04-01 18:24:42.233619,Massimo Dutti,"[""Dark Red""]",female,"[""winter"", ""autumn""]",massimo-dutti,https://www.zara.com/tr/tr/korse-tarzi-drapeli-elbise-p05039243.html?v1=506833322,"{""fit"": ""fitted"", ""style"": [""evening"", ""formal""], ""length"": ""midi"", ""volume"": ""low"", ""subtype"": ""midi"", ""material"": ""satin"", ""occasion"": [""evening"", ""party"", ""formal""], ""color_tone"": ""warm-dark"", ""silhouette"": ""bodycon"", ""product_group"": ""dress"", ""layering_level"": ""difficult"", ""formality_level"": 5, ""outerwear_compatible"": false, ""compatible_categories"": [""shoes"", ""bag"", ""accessory""]}","[""Dress"", ""Chic"", ""Maxi"", ""Slim-fit"", ""Silk""]",['dark red'],"['winter', 'autumn']","['dress', 'chic', 'maxi', 'slim-fit', 'silk']",dress,"Ürün: Korse tarzı drapeli elbise. Açıklama: Drapeli kumaşlı, ince askılı, kalp yaka, balenli elbise.. Marka: Massimo Dutti. Renkler: dark red. Etiketler: dress, chic, maxi, slim-fit, silk."
310,Suni süet tokalı mini etek,"Metal tokalı, dikişe gizlenen arka fermuarlı, suni süet kumaşlı, orta bel mini etek.",4750.0,10,8,2026-03-24 18:07:55.808,2026-04-01 23:04:27.782723,Massimo Dutti,"[""Brown""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/mumlu-gorunumlu-ince-pilili-midi-etek-l05237400?pelement=57422936,"{""fit"": ""flared"", ""style"": [""formal"", ""minimal"", ""evening""], ""length"": ""maxi"", ""volume"": ""high"", ""subtype"": [""skirt""], ""material"": ""satin"", ""occasion"": [""formal"", ""evening""], ""color_tone"": ""neutral"", ""silhouette"": ""flared"", ""product_group"": ""lower"", ""layering_level"": ""not_applicable"", ""formality_level"": 4, ""outerwear_compatible"": false, ""compatible_categories"": [""upper"", ""shoes"", ""bag"", ""accessory"", ""outerwear""]}","[""Skirt"", ""Casual"", ""Mini"", ""Regular"", ""Suede""]",['brown'],"['spring', 'autumn']","['skirt', 'casual', 'mini', 'regular', 'suede']",mini skirt,"Ürün: Suni süet tokalı mini etek. Açıklama: Metal tokalı, dikişe gizlenen arka fermuarlı, suni süet kumaşlı, orta bel mini etek.. Marka: Massimo Dutti. Renkler: brown. Etiketler: skirt, casual, mini, regular, suede."
389,Kısa hafif dolgulu mont,"Bisiklet yaka, uzun kollu, biyeli ön cepli ve önü düğmeli şişme mont.",5750.0,10,1,2026-03-24 18:47:29.119,2026-04-01 23:12:44.110416,Massimo Dutti,"[""Black""]",female,"[""winter""]",massimo-dutti,https://www.massimodutti.com/tr/k%C4%B1sa-hafif-dolgulu-mont-l06757101?pelement=57422929,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": ""mini"", ""volume"": ""medium"", ""subtype"": [""jacket""], ""material"": ""cotton"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""neutral"", ""silhouette"": ""straight"", ""product_group"": ""outerwear"", ""layering_level"": ""moderate"", ""formality_level"": 2, ""outerwear_compatible"": true, ""compatible_categories"": [""lower"", ""upper"", ""shoes"", ""bag""]}","[""Outerwear"", ""Jacket"", ""Casual"", ""Short"", ""Poliester""]",['black'],['winter'],"['outerwear', 'jacket', 'casual', 'short', 'poliester']",jacket,"Ürün: Kısa hafif dolgulu mont. Açıklama: Bisiklet yaka, uzun kollu, biyeli ön cepli ve önü düğmeli şişme mont.. Marka: Massimo Dutti. Renkler: black. Etiketler: outerwear, jacket, casual, short, poliester."
42,Kolları detaylı çizgili triko kazak,Yuvarlak yaka örgü kazak. Ribanalı manşet ve alt kenar. Uzun kollu.,3950.0,10,12,2026-03-24 16:01:52.566,2026-04-01 17:55:44.771226,Massimo Dutti,"[""Light Blue""]",female,"[""winter"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/kollar%C4%B1-detayl%C4%B1-cizgili-triko-kazak-l05647547?pelement=57860415,"{""fit"": ""straight"", ""style"": [""smart-casual"", ""minimal""], ""length"": ""midi"", ""volume"": ""medium"", ""subtype"": [""cardigan""], ""material"": ""cotton"", ""occasion"": [""daily"", ""office"", ""weekend""], ""color_tone"": ""neutral"", ""silhouette"": ""straight"", ""product_group"": ""upper"", ""layering_level"": ""easy"", ""formality_level"": 2, ""outerwear_compatible"": true, ""compatible_categories"": [""lower"", ""shoes"", ""bag"", ""accessory"", ""outerwear""]}","[""Topwear"", ""Sweater"", ""School"", ""Casual"", ""Regular"", ""Cotton""]",['light blue'],"['winter', 'autumn']","['topwear', 'sweater', 'school', 'casual', 'regular', 'cotton']",sweater,"Ürün: Kolları detaylı çizgili triko kazak. Açıklama: Yuvarlak yaka örgü kazak. Ribanalı manşet ve alt kenar. Uzun kollu.. Marka: Massimo Dutti. Renkler: light blue. Etiketler: topwear, sweater, school, casual, regular, cotton."
522,%100 keten İspanyol paça pantolon,"Orta belli, slim-fit pantolon. Kemer köprüleri, fermuarlı ve düğmeli kapama. Arkada fileto cepler.",3950.0,10,6,2026-03-24 19:57:35.132,2026-04-01 23:22:47.443669,Massimo Dutti,"[""Violet"", ""Chocolate Brown""]",female,"[""spring"", ""summer""]",massimo-dutti,https://www.massimodutti.com/tr/100-keten-ispanyol-paca-pantolon-l05045345?pelement=56962009,"{""fit"": ""straight"", ""style"": [""casual"", ""minimal""], ""length"": ""maxi"", ""volume"": ""medium"", ""subtype"": [""jean""], ""material"": ""denim"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""cool"", ""silhouette"": ""straight"", ""product_group"": ""lower"", ""layering_level"": ""not_applicable"", ""formality_level"": 2, ""outerwear_compatible"": false, ""compatible_categories"": [""upper"", ""outerwear"", ""shoes"", ""bag"", ""accessory""]}","[""Pants"", ""Linen"", ""Casual"", ""Office"", ""Straight""]","['violet', 'chocolate brown']","['spring', 'summer']","['pants', 'linen', 'casual', 'office', 'straight']",pants,"Ürün: %100 keten İspanyol paça pantolon. Açıklama: Orta belli, slim-fit pantolon. Kemer köprüleri, fermuarlı ve düğmeli kapama. Arkada fileto cepler.. Marka: Massimo Dutti. Renkler: violet, chocolate brown. Etiketler: pants, linen, casual, office, straight."
552,Pensli geniş paça pantolon,"Önü pensli yüksek bel pantolon. Ön cepler ve arkada kapaklı yalancı cepler. Geniş paça. Önü fermuarlı, içten düğmeli ve kopçalı.",5750.0,10,6,2026-03-24 19:57:42.548,2026-04-01 23:25:46.374577,Massimo Dutti,"[""White""]",female,"[""spring"", ""autumn"", ""summer""]",massimo-dutti,https://www.zara.com/tr/tr/pensli-genis-paca-pantolon-p02173608.html?v1=530097214,"{""fit"": ""straight"", ""style"": [""office"", ""minimal""], ""length"": ""maxi"", ""volume"": ""medium"", ""subtype"": [""trouser""], ""material"": ""cotton"", ""occasion"": [""daily"", ""office"", ""formal""], ""color_tone"": ""dark-neutral"", ""silhouette"": ""straight"", ""product_group"": ""lower"", ""layering_level"": ""not_applicable"", ""formality_level"": 4, ""outerwear_compatible"": false, ""compatible_categories"": [""upper"", ""outerwear"", ""shoes"", ""bag"", ""accessory""]}","[""Pants"", ""Formal"", ""Office"", ""Chic"", ""Cotton""]",['white'],"['spring', 'autumn', 'summer']","['pants', 'formal', 'office', 'chic', 'cotton']",pants,"Ürün: Pensli geniş paça pantolon. Açıklama: Önü pensli yüksek bel pantolon. Ön cepler ve arkada kapaklı yalancı cepler. Geniş paça. Önü fermuarlı, içten düğmeli ve kopçalı.. Marka: Massimo Dutti. Renkler: white. Etiketler: pants, formal, office, chic, cotton."
56,Polo yaka pamuklu triko hırka,Yumuşak örgü parça. Ribanalı biyeli bisiklet yaka. Rahat ve modern bir silüet için tasarlandı.,4750.0,10,12,2026-03-24 16:01:55.191,2026-04-01 18:00:16.299291,Massimo Dutti,"[""Vanilla""]",female,"[""winter"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/polo-yaka-pamuklu-triko-h%C4%B1rka-l05765565?pelement=57404358,"{""fit"": ""straight"", ""style"": [""smart-casual"", ""minimal""], ""length"": ""midi"", ""volume"": ""medium"", ""subtype"": [""cardigan""], ""material"": ""knitwear"", ""occasion"": [""daily"", ""office"", ""weekend""], ""color_tone"": ""neutral"", ""silhouette"": ""straight"", ""product_group"": ""upper"", ""layering_level"": ""easy"", ""formality_level"": 2, ""outerwear_compatible"": true, ""compatible_categories"": [""lower"", ""shoes"", ""bag"", ""accessory"", ""outerwear""]}","[""Topwear"", ""Cardigan"", ""Office"", ""School"", ""Regular"", ""Cotton""]",['vanilla'],"['winter', 'autumn']","['topwear', 'cardigan', 'office', 'school', 'regular', 'cotton']",cardigan,"Ürün: Polo yaka pamuklu triko hırka. Açıklama: Yumuşak örgü parça. Ribanalı biyeli bisiklet yaka. Rahat ve modern bir silüet için tasarlandı.. Marka: Massimo Dutti. Renkler: vanilla. Etiketler: topwear, cardigan, office, school, regular, cotton."
140,Bağcıklı puantiye desenli kısa elbise,Bağcıklı bisiklet yaka kısa elbise. Kare yaka ve kısa kollu. Kombin astarlı. Arkası dikiş içinde gizli fermuar kapatmalı.,6550.0,10,14,2026-03-24 16:24:38.506,2026-04-01 18:19:32.661387,Massimo Dutti,"[""black"", ""white""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/hafif-k%C4%B1sa-kollu-keten-midi-elbise-l06638750?pelement=57166483,"{""fit"": ""relaxed"", ""style"": [""casual"", ""minimal""], ""length"": ""midi"", ""volume"": ""medium"", ""subtype"": [""midi""], ""material"": ""linen"", ""occasion"": [""daily"", ""weekend""], ""color_tone"": ""neutral"", ""silhouette"": ""a-line"", ""product_group"": ""dress"", ""layering_level"": ""easy"", ""formality_level"": 2, ""outerwear_compatible"": true}","[""Dress"", ""Casual"", ""Mini"", ""Slim-fit"", ""Silk""]","['black', 'white']","['spring', 'autumn']","['dress', 'casual', 'mini', 'slim-fit', 'silk']",dress,"Ürün: Bağcıklı puantiye desenli kısa elbise. Açıklama: Bağcıklı bisiklet yaka kısa elbise. Kare yaka ve kısa kollu. Kombin astarlı. Arkası dikiş içinde gizli fermuar kapatmalı.. Marka: Massimo Dutti. Renkler: black, white. Etiketler: dress, casual, mini, slim-fit, silk."
60,Broşlu triko kazak,"Düz örgü, drapeli yakalı, altın broşlu ve uzun kollu kazak.",2750.0,10,12,2026-03-24 16:01:56.063,2026-04-01 18:00:16.299291,Massimo Dutti,"[""white"", ""gold""]",female,"[""winter"", ""autumn""]",massimo-dutti,https://www.zara.com/tr/tr/broslu-triko-kazak-p05536259.html?v1=517480375,"{""fit"": ""straight"", ""style"": [""casual"", ""minimal""], ""length"": ""midi"", ""volume"": ""high"", ""subtype"": [""top""], ""material"": ""wool"", ""occasion"": [""daily"", ""office""], ""color_tone"": ""neutral"", ""silhouette"": ""straight"", ""product_group"": ""upper"", ""layering_level"": ""easy"", ""formality_level"": 1, ""outerwear_compatible"": true, ""compatible_categories"": [""lower"", ""shoes"", ""bag"", ""accessory"", ""outerwear""]}","[""Topwear"", ""School"", ""Party"", ""Office"", ""Oversize"", ""Wool""]","['white', 'gold']","['winter', 'autumn']","['topwear', 'school', 'party', 'office', 'oversize', 'wool']",blouse,"Ürün: Broşlu triko kazak. Açıklama: Düz örgü, drapeli yakalı, altın broşlu ve uzun kollu kazak.. Marka: Massimo Dutti. Renkler: white, gold. Etiketler: topwear, school, party, office, oversize, wool."
179,Dökümlü midi elbise,"A kesim mini elbise. Kare yaka, kabarık kısa kollu. Arkada gizli fermuar kapama.",6550.0,10,14,2026-03-24 16:38:23.217,2026-04-01 18:24:42.233619,Massimo Dutti,"[""Blue""]",female,"[""spring"", ""autumn""]",massimo-dutti,https://www.massimodutti.com/tr/dokumlu-midi-elbise-l06640508?pelement=57395373,"{""fit"": ""fitted"", ""style"": [""minimal"", ""evening""], ""length"": ""maxi"", ""volume"": ""low"", ""subtype"": ""maxi"", ""material"": ""satin"", ""occasion"": [""evening"", ""formal""], ""color_tone"": ""cool-dark"", ""silhouette"": ""column"", ""product_group"": ""dress"", ""layering_level"": ""moderate"", ""formality_level"": 4, ""outerwear_compatible"": false, ""compatible_categories"": [""shoes"", ""bag"", ""accessory""]}","[""Dress"", ""Casual"", ""Maxi"", ""Slim-fit"", ""Linen""]",['blue'],"['spring', 'autumn']","['dress', 'casual', 'maxi', 'slim-fit', 'linen']",dress,"Ürün: Dökümlü midi elbise. Açıklama: A kesim mini elbise. Kare yaka, kabarık kısa kollu. Arkada gizli fermuar kapama.. Marka: Massimo Dutti. Renkler: blue. Etiketler: dress, casual, maxi, slim-fit, linen."
